condition,self_competition,n_tf,combo_id,family_tfs,template_xml
self_off,false,6,combo126_CREB3-CREB5-CREM-ATF1-ATF4-ATF7,CREB3-CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_off/n06_combo126_CREB3-CREB5-CREM-ATF1-ATF4-ATF7.xml
self_off,false,7,combo127_CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7,CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_off/n07_combo127_CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7.xml
self_on,true,1,combo001_CREB1,CREB1,outputs/figure3/templates/self_on/n01_combo001_CREB1.xml
self_on,true,1,combo002_CREB3,CREB3,outputs/figure3/templates/self_on/n01_combo002_CREB3.xml
self_on,true,1,combo003_CREB5,CREB5,outputs/figure3/templates/self_on/n01_combo003_CREB5.xml
self_on,true,1,combo004_CREM,CREM,outputs/figure3/templates/self_on/n01_combo004_CREM.xml
self_on,true,1,combo005_ATF1,ATF1,outputs/figure3/templates/self_on/n01_combo005_ATF1.xml
self_on,true,1,combo006_ATF4,ATF4,outputs/figure3/templates/self_on/n01_combo006_ATF4.xml
self_on,true,1,combo007_ATF7,ATF7,outputs/figure3/templates/self_on/n01_combo007_ATF7.xml
self_on,true,2,combo008_CREB1-CREB3,CREB1-CREB3,outputs/figure3/templates/self_on/n02_combo008_CREB1-CREB3.xml
self_on,true,2,combo009_CREB1-CREB5,CREB1-CREB5,outputs/figure3/templates/self_on/n02_combo009_CREB1-CREB5.xml
self_on,true,2,combo010_CREB1-CREM,CREB1-CREM,outputs/figure3/templates/self_on/n02_combo010_CREB1-CREM.xml
self_on,true,2,combo011_CREB1-ATF1,CREB1-ATF1,outputs/figure3/templates/self_on/n02_combo011_CREB1-ATF1.xml
self_on,true,2,combo012_CREB1-ATF4,CREB1-ATF4,outputs/figure3/templates/self_on/n02_combo012_CREB1-ATF4.xml
self_on,true,2,combo013_CREB1-ATF7,CREB1-ATF7,outputs/figure3/templates/self_on/n02_combo013_CREB1-ATF7.xml
self_on,true,2,combo014_CREB3-CREB5,CREB3-CREB5,outputs/figure3/templates/self_on/n02_combo014_CREB3-CREB5.xml
self_on,true,2,combo015_CREB3-CREM,CREB3-CREM,outputs/figure3/templates/self_on/n02_combo015_CREB3-CREM.xml
self_on,true,2,combo016_CREB3-ATF1,CREB3-ATF1,outputs/figure3/templates/self_on/n02_combo016_CREB3-ATF1.xml
self_on,true,2,combo017_CREB3-ATF4,CREB3-ATF4,outputs/figure3/templates/self_on/n02_combo017_CREB3-ATF4.xml
self_on,true,2,combo018_CREB3-ATF7,CREB3-ATF7,outputs/figure3/templates/self_on/n02_combo018_CREB3-ATF7.xml
self_on,true,2,combo019_CREB5-CREM,CREB5-CREM,outputs/figure3/templates/self_on/n02_combo019_CREB5-CREM.xml
self_on,true,2,combo020_CREB5-ATF1,CREB5-ATF1,outputs/figure3/templates/self_on/n02_combo020_CREB5-ATF1.xml
self_on,true,2,combo021_CREB5-ATF4,CREB5-ATF4,outputs/figure3/templates/self_on/n02_combo021_CREB5-ATF4.xml
self_on,true,2,combo022_CREB5-ATF7,CREB5-ATF7,outputs/figure3/templates/self_on/n02_combo022_CREB5-ATF7.xml
self_on,true,2,combo023_CREM-ATF1,CREM-ATF1,outputs/figure3/templates/self_on/n02_combo023_CREM-ATF1.xml
self_on,true,2,combo024_CREM-ATF4,CREM-ATF4,outputs/figure3/templates/self_on/n02_combo024_CREM-ATF4.xml
self_on,true,2,combo025_CREM-ATF7,CREM-ATF7,outputs/figure3/templates/self_on/n02_combo025_CREM-ATF7.xml
self_on,true,2,combo026_ATF1-ATF4,ATF1-ATF4,outputs/figure3/templates/self_on/n02_combo026_ATF1-ATF4.xml
self_on,true,2,combo027_ATF1-ATF7,ATF1-ATF7,outputs/figure3/templates/self_on/n02_combo027_ATF1-ATF7.xml
self_on,true,2,combo028_ATF4-ATF7,ATF4-ATF7,outputs/figure3/templates/self_on/n02_combo028_ATF4-ATF7.xml
self_on,true,3,combo029_CREB1-CREB3-CREB5,CREB1-CREB3-CREB5,outputs/figure3/templates/self_on/n03_combo029_CREB1-CREB3-CREB5.xml
self_on,true,3,combo030_CREB1-CREB3-CREM,CREB1-CREB3-CREM,outputs/figure3/templates/self_on/n03_combo030_CREB1-CREB3-CREM.xml
self_on,true,3,combo031_CREB1-CREB3-ATF1,CREB1-CREB3-ATF1,outputs/figure3/templates/self_on/n03_combo031_CREB1-CREB3-ATF1.xml
self_on,true,3,combo032_CREB1-CREB3-ATF4,CREB1-CREB3-ATF4,outputs/figure3/templates/self_on/n03_combo032_CREB1-CREB3-ATF4.xml
self_on,true,3,combo033_CREB1-CREB3-ATF7,CREB1-CREB3-ATF7,outputs/figure3/templates/self_on/n03_combo033_CREB1-CREB3-ATF7.xml
self_on,true,3,combo034_CREB1-CREB5-CREM,CREB1-CREB5-CREM,outputs/figure3/templates/self_on/n03_combo034_CREB1-CREB5-CREM.xml
self_on,true,3,combo035_CREB1-CREB5-ATF1,CREB1-CREB5-ATF1,outputs/figure3/templates/self_on/n03_combo035_CREB1-CREB5-ATF1.xml
self_on,true,3,combo036_CREB1-CREB5-ATF4,CREB1-CREB5-ATF4,outputs/figure3/templates/self_on/n03_combo036_CREB1-CREB5-ATF4.xml
self_on,true,3,combo037_CREB1-CREB5-ATF7,CREB1-CREB5-ATF7,outputs/figure3/templates/self_on/n03_combo037_CREB1-CREB5-ATF7.xml
self_on,true,3,combo038_CREB1-CREM-ATF1,CREB1-CREM-ATF1,outputs/figure3/templates/self_on/n03_combo038_CREB1-CREM-ATF1.xml
self_on,true,3,combo039_CREB1-CREM-ATF4,CREB1-CREM-ATF4,outputs/figure3/templates/self_on/n03_combo039_CREB1-CREM-ATF4.xml
self_on,true,3,combo040_CREB1-CREM-ATF7,CREB1-CREM-ATF7,outputs/figure3/templates/self_on/n03_combo040_CREB1-CREM-ATF7.xml
self_on,true,3,combo041_CREB1-ATF1-ATF4,CREB1-ATF1-ATF4,outputs/figure3/templates/self_on/n03_combo041_CREB1-ATF1-ATF4.xml
self_on,true,3,combo042_CREB1-ATF1-ATF7,CREB1-ATF1-ATF7,outputs/figure3/templates/self_on/n03_combo042_CREB1-ATF1-ATF7.xml
self_on,true,3,combo043_CREB1-ATF4-ATF7,CREB1-ATF4-ATF7,outputs/figure3/templates/self_on/n03_combo043_CREB1-ATF4-ATF7.xml
self_on,true,3,combo044_CREB3-CREB5-CREM,CREB3-CREB5-CREM,outputs/figure3/templates/self_on/n03_combo044_CREB3-CREB5-CREM.xml
self_on,true,3,combo045_CREB3-CREB5-ATF1,CREB3-CREB5-ATF1,outputs/figure3/templates/self_on/n03_combo045_CREB3-CREB5-ATF1.xml
self_on,true,3,combo046_CREB3-CREB5-ATF4,CREB3-CREB5-ATF4,outputs/figure3/templates/self_on/n03_combo046_CREB3-CREB5-ATF4.xml
self_on,true,3,combo047_CREB3-CREB5-ATF7,CREB3-CREB5-ATF7,outputs/figure3/templates/self_on/n03_combo047_CREB3-CREB5-ATF7.xml
self_on,true,3,combo048_CREB3-CREM-ATF1,CREB3-CREM-ATF1,outputs/figure3/templates/self_on/n03_combo048_CREB3-CREM-ATF1.xml
self_on,true,3,combo049_CREB3-CREM-ATF4,CREB3-CREM-ATF4,outputs/figure3/templates/self_on/n03_combo049_CREB3-CREM-ATF4.xml
self_on,true,3,combo050_CREB3-CREM-ATF7,CREB3-CREM-ATF7,outputs/figure3/templates/self_on/n03_combo050_CREB3-CREM-ATF7.xml
self_on,true,3,combo051_CREB3-ATF1-ATF4,CREB3-ATF1-ATF4,outputs/figure3/templates/self_on/n03_combo051_CREB3-ATF1-ATF4.xml
self_on,true,3,combo052_CREB3-ATF1-ATF7,CREB3-ATF1-ATF7,outputs/figure3/templates/self_on/n03_combo052_CREB3-ATF1-ATF7.xml
self_on,true,3,combo053_CREB3-ATF4-ATF7,CREB3-ATF4-ATF7,outputs/figure3/templates/self_on/n03_combo053_CREB3-ATF4-ATF7.xml
self_on,true,3,combo054_CREB5-CREM-ATF1,CREB5-CREM-ATF1,outputs/figure3/templates/self_on/n03_combo054_CREB5-CREM-ATF1.xml
self_on,true,3,combo055_CREB5-CREM-ATF4,CREB5-CREM-ATF4,outputs/figure3/templates/self_on/n03_combo055_CREB5-CREM-ATF4.xml
self_on,true,3,combo056_CREB5-CREM-ATF7,CREB5-CREM-ATF7,outputs/figure3/templates/self_on/n03_combo056_CREB5-CREM-ATF7.xml
self_on,true,3,combo057_CREB5-ATF1-ATF4,CREB5-ATF1-ATF4,outputs/figure3/templates/self_on/n03_combo057_CREB5-ATF1-ATF4.xml
self_on,true,3,combo058_CREB5-ATF1-ATF7,CREB5-ATF1-ATF7,outputs/figure3/templates/self_on/n03_combo058_CREB5-ATF1-ATF7.xml
self_on,true,3,combo059_CREB5-ATF4-ATF7,CREB5-ATF4-ATF7,outputs/figure3/templates/self_on/n03_combo059_CREB5-ATF4-ATF7.xml
self_on,true,3,combo060_CREM-ATF1-ATF4,CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n03_combo060_CREM-ATF1-ATF4.xml
self_on,true,3,combo061_CREM-ATF1-ATF7,CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n03_combo061_CREM-ATF1-ATF7.xml
self_on,true,3,combo062_CREM-ATF4-ATF7,CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n03_combo062_CREM-ATF4-ATF7.xml
self_on,true,3,combo063_ATF1-ATF4-ATF7,ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n03_combo063_ATF1-ATF4-ATF7.xml
self_on,true,4,combo064_CREB1-CREB3-CREB5-CREM,CREB1-CREB3-CREB5-CREM,outputs/figure3/templates/self_on/n04_combo064_CREB1-CREB3-CREB5-CREM.xml
self_on,true,4,combo065_CREB1-CREB3-CREB5-ATF1,CREB1-CREB3-CREB5-ATF1,outputs/figure3/templates/self_on/n04_combo065_CREB1-CREB3-CREB5-ATF1.xml
self_on,true,4,combo066_CREB1-CREB3-CREB5-ATF4,CREB1-CREB3-CREB5-ATF4,outputs/figure3/templates/self_on/n04_combo066_CREB1-CREB3-CREB5-ATF4.xml
self_on,true,4,combo067_CREB1-CREB3-CREB5-ATF7,CREB1-CREB3-CREB5-ATF7,outputs/figure3/templates/self_on/n04_combo067_CREB1-CREB3-CREB5-ATF7.xml
self_on,true,4,combo068_CREB1-CREB3-CREM-ATF1,CREB1-CREB3-CREM-ATF1,outputs/figure3/templates/self_on/n04_combo068_CREB1-CREB3-CREM-ATF1.xml
self_on,true,4,combo069_CREB1-CREB3-CREM-ATF4,CREB1-CREB3-CREM-ATF4,outputs/figure3/templates/self_on/n04_combo069_CREB1-CREB3-CREM-ATF4.xml
self_on,true,4,combo070_CREB1-CREB3-CREM-ATF7,CREB1-CREB3-CREM-ATF7,outputs/figure3/templates/self_on/n04_combo070_CREB1-CREB3-CREM-ATF7.xml
self_on,true,4,combo071_CREB1-CREB3-ATF1-ATF4,CREB1-CREB3-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo071_CREB1-CREB3-ATF1-ATF4.xml
self_on,true,4,combo072_CREB1-CREB3-ATF1-ATF7,CREB1-CREB3-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo072_CREB1-CREB3-ATF1-ATF7.xml
self_on,true,4,combo073_CREB1-CREB3-ATF4-ATF7,CREB1-CREB3-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo073_CREB1-CREB3-ATF4-ATF7.xml
self_on,true,4,combo074_CREB1-CREB5-CREM-ATF1,CREB1-CREB5-CREM-ATF1,outputs/figure3/templates/self_on/n04_combo074_CREB1-CREB5-CREM-ATF1.xml
self_on,true,4,combo075_CREB1-CREB5-CREM-ATF4,CREB1-CREB5-CREM-ATF4,outputs/figure3/templates/self_on/n04_combo075_CREB1-CREB5-CREM-ATF4.xml
self_on,true,4,combo076_CREB1-CREB5-CREM-ATF7,CREB1-CREB5-CREM-ATF7,outputs/figure3/templates/self_on/n04_combo076_CREB1-CREB5-CREM-ATF7.xml
self_on,true,4,combo077_CREB1-CREB5-ATF1-ATF4,CREB1-CREB5-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo077_CREB1-CREB5-ATF1-ATF4.xml
self_on,true,4,combo078_CREB1-CREB5-ATF1-ATF7,CREB1-CREB5-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo078_CREB1-CREB5-ATF1-ATF7.xml
self_on,true,4,combo079_CREB1-CREB5-ATF4-ATF7,CREB1-CREB5-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo079_CREB1-CREB5-ATF4-ATF7.xml
self_on,true,4,combo080_CREB1-CREM-ATF1-ATF4,CREB1-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo080_CREB1-CREM-ATF1-ATF4.xml
self_on,true,4,combo081_CREB1-CREM-ATF1-ATF7,CREB1-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo081_CREB1-CREM-ATF1-ATF7.xml
self_on,true,4,combo082_CREB1-CREM-ATF4-ATF7,CREB1-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo082_CREB1-CREM-ATF4-ATF7.xml
self_on,true,4,combo083_CREB1-ATF1-ATF4-ATF7,CREB1-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo083_CREB1-ATF1-ATF4-ATF7.xml
self_on,true,4,combo084_CREB3-CREB5-CREM-ATF1,CREB3-CREB5-CREM-ATF1,outputs/figure3/templates/self_on/n04_combo084_CREB3-CREB5-CREM-ATF1.xml
self_on,true,4,combo085_CREB3-CREB5-CREM-ATF4,CREB3-CREB5-CREM-ATF4,outputs/figure3/templates/self_on/n04_combo085_CREB3-CREB5-CREM-ATF4.xml
self_on,true,4,combo086_CREB3-CREB5-CREM-ATF7,CREB3-CREB5-CREM-ATF7,outputs/figure3/templates/self_on/n04_combo086_CREB3-CREB5-CREM-ATF7.xml
self_on,true,4,combo087_CREB3-CREB5-ATF1-ATF4,CREB3-CREB5-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo087_CREB3-CREB5-ATF1-ATF4.xml
self_on,true,4,combo088_CREB3-CREB5-ATF1-ATF7,CREB3-CREB5-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo088_CREB3-CREB5-ATF1-ATF7.xml
self_on,true,4,combo089_CREB3-CREB5-ATF4-ATF7,CREB3-CREB5-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo089_CREB3-CREB5-ATF4-ATF7.xml
self_on,true,4,combo090_CREB3-CREM-ATF1-ATF4,CREB3-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo090_CREB3-CREM-ATF1-ATF4.xml
self_on,true,4,combo091_CREB3-CREM-ATF1-ATF7,CREB3-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo091_CREB3-CREM-ATF1-ATF7.xml
self_on,true,4,combo092_CREB3-CREM-ATF4-ATF7,CREB3-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo092_CREB3-CREM-ATF4-ATF7.xml
self_on,true,4,combo093_CREB3-ATF1-ATF4-ATF7,CREB3-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo093_CREB3-ATF1-ATF4-ATF7.xml
self_on,true,4,combo094_CREB5-CREM-ATF1-ATF4,CREB5-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n04_combo094_CREB5-CREM-ATF1-ATF4.xml
self_on,true,4,combo095_CREB5-CREM-ATF1-ATF7,CREB5-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n04_combo095_CREB5-CREM-ATF1-ATF7.xml
self_on,true,4,combo096_CREB5-CREM-ATF4-ATF7,CREB5-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo096_CREB5-CREM-ATF4-ATF7.xml
self_on,true,4,combo097_CREB5-ATF1-ATF4-ATF7,CREB5-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo097_CREB5-ATF1-ATF4-ATF7.xml
self_on,true,4,combo098_CREM-ATF1-ATF4-ATF7,CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n04_combo098_CREM-ATF1-ATF4-ATF7.xml
self_on,true,5,combo099_CREB1-CREB3-CREB5-CREM-ATF1,CREB1-CREB3-CREB5-CREM-ATF1,outputs/figure3/templates/self_on/n05_combo099_CREB1-CREB3-CREB5-CREM-ATF1.xml
self_on,true,5,combo100_CREB1-CREB3-CREB5-CREM-ATF4,CREB1-CREB3-CREB5-CREM-ATF4,outputs/figure3/templates/self_on/n05_combo100_CREB1-CREB3-CREB5-CREM-ATF4.xml
self_on,true,5,combo101_CREB1-CREB3-CREB5-CREM-ATF7,CREB1-CREB3-CREB5-CREM-ATF7,outputs/figure3/templates/self_on/n05_combo101_CREB1-CREB3-CREB5-CREM-ATF7.xml
self_on,true,5,combo102_CREB1-CREB3-CREB5-ATF1-ATF4,CREB1-CREB3-CREB5-ATF1-ATF4,outputs/figure3/templates/self_on/n05_combo102_CREB1-CREB3-CREB5-ATF1-ATF4.xml
self_on,true,5,combo103_CREB1-CREB3-CREB5-ATF1-ATF7,CREB1-CREB3-CREB5-ATF1-ATF7,outputs/figure3/templates/self_on/n05_combo103_CREB1-CREB3-CREB5-ATF1-ATF7.xml
self_on,true,5,combo104_CREB1-CREB3-CREB5-ATF4-ATF7,CREB1-CREB3-CREB5-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo104_CREB1-CREB3-CREB5-ATF4-ATF7.xml
self_on,true,5,combo105_CREB1-CREB3-CREM-ATF1-ATF4,CREB1-CREB3-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n05_combo105_CREB1-CREB3-CREM-ATF1-ATF4.xml
self_on,true,5,combo106_CREB1-CREB3-CREM-ATF1-ATF7,CREB1-CREB3-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n05_combo106_CREB1-CREB3-CREM-ATF1-ATF7.xml
self_on,true,5,combo107_CREB1-CREB3-CREM-ATF4-ATF7,CREB1-CREB3-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo107_CREB1-CREB3-CREM-ATF4-ATF7.xml
self_on,true,5,combo108_CREB1-CREB3-ATF1-ATF4-ATF7,CREB1-CREB3-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo108_CREB1-CREB3-ATF1-ATF4-ATF7.xml
self_on,true,5,combo109_CREB1-CREB5-CREM-ATF1-ATF4,CREB1-CREB5-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n05_combo109_CREB1-CREB5-CREM-ATF1-ATF4.xml
self_on,true,5,combo110_CREB1-CREB5-CREM-ATF1-ATF7,CREB1-CREB5-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n05_combo110_CREB1-CREB5-CREM-ATF1-ATF7.xml
self_on,true,5,combo111_CREB1-CREB5-CREM-ATF4-ATF7,CREB1-CREB5-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo111_CREB1-CREB5-CREM-ATF4-ATF7.xml
self_on,true,5,combo112_CREB1-CREB5-ATF1-ATF4-ATF7,CREB1-CREB5-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo112_CREB1-CREB5-ATF1-ATF4-ATF7.xml
self_on,true,5,combo113_CREB1-CREM-ATF1-ATF4-ATF7,CREB1-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo113_CREB1-CREM-ATF1-ATF4-ATF7.xml
self_on,true,5,combo114_CREB3-CREB5-CREM-ATF1-ATF4,CREB3-CREB5-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n05_combo114_CREB3-CREB5-CREM-ATF1-ATF4.xml
self_on,true,5,combo115_CREB3-CREB5-CREM-ATF1-ATF7,CREB3-CREB5-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n05_combo115_CREB3-CREB5-CREM-ATF1-ATF7.xml
self_on,true,5,combo116_CREB3-CREB5-CREM-ATF4-ATF7,CREB3-CREB5-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo116_CREB3-CREB5-CREM-ATF4-ATF7.xml
self_on,true,5,combo117_CREB3-CREB5-ATF1-ATF4-ATF7,CREB3-CREB5-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo117_CREB3-CREB5-ATF1-ATF4-ATF7.xml
self_on,true,5,combo118_CREB3-CREM-ATF1-ATF4-ATF7,CREB3-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo118_CREB3-CREM-ATF1-ATF4-ATF7.xml
self_on,true,5,combo119_CREB5-CREM-ATF1-ATF4-ATF7,CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n05_combo119_CREB5-CREM-ATF1-ATF4-ATF7.xml
self_on,true,6,combo120_CREB1-CREB3-CREB5-CREM-ATF1-ATF4,CREB1-CREB3-CREB5-CREM-ATF1-ATF4,outputs/figure3/templates/self_on/n06_combo120_CREB1-CREB3-CREB5-CREM-ATF1-ATF4.xml
self_on,true,6,combo121_CREB1-CREB3-CREB5-CREM-ATF1-ATF7,CREB1-CREB3-CREB5-CREM-ATF1-ATF7,outputs/figure3/templates/self_on/n06_combo121_CREB1-CREB3-CREB5-CREM-ATF1-ATF7.xml
self_on,true,6,combo122_CREB1-CREB3-CREB5-CREM-ATF4-ATF7,CREB1-CREB3-CREB5-CREM-ATF4-ATF7,outputs/figure3/templates/self_on/n06_combo122_CREB1-CREB3-CREB5-CREM-ATF4-ATF7.xml
self_on,true,6,combo123_CREB1-CREB3-CREB5-ATF1-ATF4-ATF7,CREB1-CREB3-CREB5-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n06_combo123_CREB1-CREB3-CREB5-ATF1-ATF4-ATF7.xml
self_on,true,6,combo124_CREB1-CREB3-CREM-ATF1-ATF4-ATF7,CREB1-CREB3-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n06_combo124_CREB1-CREB3-CREM-ATF1-ATF4-ATF7.xml
self_on,true,6,combo125_CREB1-CREB5-CREM-ATF1-ATF4-ATF7,CREB1-CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n06_combo125_CREB1-CREB5-CREM-ATF1-ATF4-ATF7.xml
self_on,true,6,combo126_CREB3-CREB5-CREM-ATF1-ATF4-ATF7,CREB3-CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n06_combo126_CREB3-CREB5-CREM-ATF1-ATF4-ATF7.xml
self_on,true,7,combo127_CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7,CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7,outputs/figure3/templates/self_on/n07_combo127_CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7.xml
